,title,release_year,locations,locations_formatted,formatted_address,lat,long
471,Terminator - Genisys,2015,California at Jones,"California at Jones, San Francisco, CA","Jones St & San Francisco Bicycle Rte 310, San Francisco, CA 94109, USA",37.791424,-122.4141308
472,Terminator - Genisys,2015,Pine and Leavenworth,"Pine and Leavenworth, San Francisco, CA","Pine St & Leavenworth St, San Francisco, CA 94109, USA",37.7902649,-122.4155825
473,Terminator - Genisys,2015,Howard St. from Embarcadero to 11 St.,"Howard St. from Embarcadero to 11 St., San Francisco, CA","San Francisco, CA 94103, USA",37.7728513,-122.4154601
474,Terminator - Genisys,2015,Construction Site in front of 260 Stockton St. at Post St.,"Construction Site in front of 260 Stockton St. at Post St., San Francisco, CA","260 Stockton St, San Francisco, CA 94108, USA",37.7883245,-122.4065008
475,Terminator - Genisys,2015,California St. between Drumm St. and Kearny St.,"California St. and Drumm St. , San Francisco, CA","California St & Drumm St, San Francisco, CA 94111, USA",37.7936719,-122.3964702
476,Terminator - Genisys,2015,Market St. at Embarcadero area,"Market St. at Embarcadero area, San Francisco, CA","Market St & Embarcadero West, Oakland, CA 94607, USA",37.7981483,-122.284548
477,Terminator - Genisys,2015,Pine St. between Market and Kearny,"Pine St. and Market , San Francisco, CA","Pine St & San Francisco Bicycle Rte 50, San Francisco, CA 94111, USA",37.7926201,-122.3971886
478,Terminator - Genisys,2015,Front St. between Market and Clay,"Front St. and Market , San Francisco, CA","Front St & San Francisco Bicycle Rte 50, San Francisco, CA 94111, USA",37.7917188,-122.3983224
479,Terminator - Genisys,2015,Union Square,"Union Square, San Francisco, CA","Union Square, 333 Post St, San Francisco, CA 94108, USA",37.7880008,-122.4074095
480,Terminator - Genisys,2015,San Francisco - Oakland Bay Bridge,"San Francisco - Oakland Bay Bridge, San Francisco, CA","San Francisco – Oakland Bay Bridge, San Francisco, CA, USA",37.8003668,-122.3755355
481,Terminator - Genisys,2015,"Mission St., Embarcadero, and Front between Clay and Market","Mission St., Embarcadero, and Front and Clay , San Francisco, CA","2261 Fillmore St, San Francisco, CA 94115, USA",37.7904982,-122.4343491
482,Terminator - Genisys,2015,Sutter Stockton Garage,"Sutter Stockton Garage, San Francisco, CA","444 Stockton St, San Francisco, CA 94108, USA",37.7900691,-122.4064769
483,Terminator - Genisys,2015,Bush St. at Stockton St.,"Bush St. at Stockton St., San Francisco, CA","Bush St & Stockton St, San Francisco, CA 94108, USA",37.790372,-122.4071706
484,Terminator - Genisys,2015,Powell St at Geary St,"Powell St at Geary St, San Francisco, CA","Geary St & Powell St, San Francisco, CA 94102, USA",37.7873819,-122.4082412
485,Terminator - Genisys,2015,1 Market St. Landmark Building,"1 Market St. Landmark Building, San Francisco, CA","Southern Pacific Building, San Francisco, CA 94105, USA",37.79396,-122.39496
486,Terminator - Genisys,2015,Embarcadero between Pier 2 and Harrison,"Embarcadero and Pier 2 , San Francisco, CA","pier 1 1/2 The Embarcadero, San Francisco, CA 94105, USA",37.7973867,-122.3951958
487,Terminator - Genisys,2015,Pier 14,"Pier 14, San Francisco, CA","Pier 14, San Francisco, CA 94105, USA",37.794042,-122.3905325
488,Terminator - Genisys,2015,Pine St. between Market and Montgomery,"Pine St. and Market , San Francisco, CA","Pine St & San Francisco Bicycle Rte 50, San Francisco, CA 94111, USA",37.7926201,-122.3971886
489,The Assassination of Richard Nixon,2004,"Tosca Cafe (242 Columbus Avenue, North Beach)","242 Columbus Avenue, North Beach, San Francisco, CA","242 Columbus Ave, San Francisco, CA 94133, USA",37.7976266,-122.4058736
490,The Assassination of Richard Nixon,2004,766 Sutter Street,"766 Sutter Street, San Francisco, CA","766 Sutter St, San Francisco, CA 94109, USA",37.7889245,-122.4131252
491,The Bachelor,1999,Merchant Exchange (465 California Street at Leidesdorff),"465 California Street at Leidesdorff, San Francisco, CA","465 California St, San Francisco, CA 94104, USA",37.7927806,-122.402175
492,The Bachelor,1999,Washington Square Park (North Beach),"Washington Square Park, San Francisco, CA","Washington Square, Filbert St & Stockton St, San Francisco, CA 94133, USA",37.8008473,-122.4099791
493,The Bachelor,1999,Sutter-Stockton Garage (330 Sutter Street at Stockton),"330 Sutter Street at Stockton, San Francisco, CA","330 Sutter St, San Francisco, CA 94108, USA",37.7897924,-122.4060626
494,The Bachelor,1999,Stockton Tunnel (Stockton Street at Sutter Street),"Stockton Tunnel, San Francisco, CA","Stockton St Tunnel, San Francisco, CA 94108, USA",37.7915624,-122.4074199
495,The Bachelor,1999,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)","Steinhart Aquarium, San Francisco, CA","55 Music Concourse Dr, San Francisco, CA 94118, USA",37.7698293,-122.466105
496,The Bachelor,1999,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","666 Filbert Street, Washington Square, San Francisco, CA","Washington Square, Filbert St & Stockton St, San Francisco, CA 94133, USA",37.8008473,-122.4099791
497,The Bachelor,1999,Roof of Cable Car (California at Front Street),"Roof of Cable Car, San Francisco, CA","1201 Mason St, San Francisco, CA 94108, USA",37.7947043,-122.4117199
498,The Bachelor,1999,Pacific Stock Exchange (301 Pine Street at Sansome),"301 Pine Street at Sansome, San Francisco, CA","301 Pine St, San Francisco, CA 94104, USA",37.7918522,-122.4012807
499,The Bachelor,1999,Nina M. Designs (52 2nd Street at Jessie),"52 2nd Street at Jessie, San Francisco, CA","52 2nd St, San Francisco, CA 94105, USA",37.788543,-122.4007055
500,The Bachelor,1999,Moose's Restaurant (1652 Stockton),"1652 Stockton, San Francisco, CA","1652 Stockton St, San Francisco, CA 94133, USA",37.8010961,-122.409118
501,The Bachelor,1999,Mama's Restaurant (1701 Stockton),"1701 Stockton, San Francisco, CA","1701 Stockton St, San Francisco, CA 94133, USA",37.8015458,-122.4095888
502,The Bachelor,1999,Danilo's Bakery (Green Street & Bannam Place),"Danilo's Bakery, San Francisco, CA","516 Green St, San Francisco, CA 94133, USA",37.7997429,-122.407789
503,The Bachelor,1999,Columbus Avenue at Green & Stockton,"Columbus Avenue at Green and Stockton, San Francisco, CA","Stockton St & San Francisco Bicycle Rte 11, San Francisco, CA 94133, USA",37.7994642,-122.40891
504,The Bridge,2006,Golden Gate Bridge,"Golden Gate Bridge, San Francisco, CA","Golden Gate Bridge, San Francisco, CA, USA",37.8194509,-122.4784353
505,The Candidate,1972,"Westin St. Francis Hotel (335 Powell Street, Union Square)","335 Powell Street, Union Square, San Francisco, CA","335 Powell St, San Francisco, CA 94102, USA",37.7878279,-122.4087315
506,The Core,2003,Golden Gate Bridge,"Golden Gate Bridge, San Francisco, CA","Golden Gate Bridge, San Francisco, CA, USA",37.8194509,-122.4784353
507,The Diary of a Teenage Girl,2015,Victoria Theatre,"Victoria Theatre, San Francisco, CA","2961 16th St, San Francisco, CA 94103, USA",37.7649681,-122.4188024
508,The Diary of a Teenage Girl,2015,SPECS' Twelve Adler Museum Cafe,"SPECS' Twelve Adler Museum Cafe, San Francisco, CA","12 William Saroyan Place, San Francisco, CA 94133, USA",37.7976253,-122.4059732
509,The Diary of a Teenage Girl,2015,Ocean Beach at Point Lobos,"Ocean Beach at Point Lobos, San Francisco, CA","Point Lobos Avenue, Great Hwy, San Francisco, CA 94121, United States",37.774754,-122.5114201
510,The Diary of a Teenage Girl,2015,700 Kansas St.,"700 Kansas St., San Francisco, CA","700 Kansas St, San Francisco, CA 94107, USA",37.7607554,-122.4034896
511,The Diary of a Teenage Girl,2015,Presidio Branch Library,"Presidio Branch Library, San Francisco, CA","3150 Sacramento St, San Francisco, CA 94115, USA",37.7888519,-122.444892
512,The Diary of a Teenage Girl,2015,The Royal Oak,"The Royal Oak, San Francisco, CA","2201 Polk St, San Francisco, CA 94109, USA",37.797001,-122.42225
513,The Diary of a Teenage Girl,2015,Tonic,"Tonic, San Francisco, CA","2360 Polk St, San Francisco, CA 94109, USA",37.7986775,-122.4222097
514,The Diary of a Teenage Girl,2015,Polk and Northpoint St.,"Polk and Northpoint St., San Francisco, CA","North Point St & San Francisco Bicycle Rte 25, San Francisco, CA 94109, USA",37.8052968,-122.4236765
515,The Diary of a Teenage Girl,2015,770 Haight St.,"770 Haight St., San Francisco, CA","770 Haight St, San Francisco, CA 94117, USA",37.771831,-122.43489
516,The Diary of a Teenage Girl,2015,Tank Hill Park,"Tank Hill Park, San Francisco, CA","Tank Hill, Twin Peaks Blvd, San Francisco, CA 94114, USA",37.759931,-122.4477144
517,The Diary of a Teenage Girl,2015,Hamburger Haven,"Hamburger Haven, San Francisco, CA","800 Clement St, San Francisco, CA 94118, USA",37.7829633,-122.4678211
518,The Diary of a Teenage Girl,2015,Higher Grounds Coffee House,"Higher Grounds Coffee House, San Francisco, CA","691 Chenery St, San Francisco, CA 94131, USA",37.7344121,-122.4337293
519,The Diary of a Teenage Girl,2015,304 Lily St.,"304 Lily St., San Francisco, CA","304 Lily St, San Francisco, CA 94102, USA",37.7742127,-122.4261101
520,The Diary of a Teenage Girl,2015,The Magazine at 920 Larkin,"The Magazine at 920 Larkin, San Francisco, CA","920 Larkin Street San Francisco, CA 94109, San Francisco, CA 94109, United States",37.7864628,-122.418059
521,The Diary of a Teenage Girl,2015,Geary St. from Polk to Larkin,"Geary St. from Polk to Larkin, San Francisco, CA","928 Geary St, San Francisco, CA 94109, USA",37.7862197,-122.4185856
522,The Diary of a Teenage Girl,2015,Yerba Buena Island,"Yerba Buena Island, San Francisco, CA","Yerba Buena Island, San Francisco, CA, USA",37.8108709,-122.3668348
523,The Internship,2013,Grant Ave from Sacramento to Clay,"Grant Ave from Sacramento to Clay, San Francisco, CA","960 Grant Ave, San Francisco, CA 94108, USA",37.7958907,-122.4065447
524,The Internship,2013,Montgomery and Union St.,"Montgomery and Union St., San Francisco, CA","Union St & Montgomery St, San Francisco, CA 94133, USA",37.8010499,-122.4043889
525,The Internship,2013,Epic Roasthouse,"Epic Roasthouse, San Francisco, CA","369 The Embarcadero, San Francisco, CA 94105, USA",37.7908379,-122.3893566
526,The Internship,2013,Players Arcade at Pier 39,"Players Arcade at Pier 39, San Francisco, CA","2 Beach St, San Francisco, CA 94133, USA",37.811104,-122.410476
527,The Other Sister,1999,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","666 Filbert Street, Washington Square, San Francisco, CA","Washington Square, Filbert St & Stockton St, San Francisco, CA 94133, USA",37.8008473,-122.4099791
528,The Other Sister,1999,Palace of Fine Arts (3301 Lyon Street),"3301 Lyon Street, San Francisco, CA","3301 Lyon St, San Francisco, CA 94123, USA",37.8018458,-122.448271
529,The Parent Trap,1998,Administration Building (Treasure Island),"Administration Building, San Francisco, CA","1 Avenue of the Palms, San Francisco, CA 94130, USA",37.8172181,-122.3707037
530,Vegas in Space,1992,422 Oak Street at Laguna,"422 Oak Street at Laguna, San Francisco, CA","422 Oak St, San Francisco, CA 94102, USA",37.774738,-122.426386
531,The Princess Diaries,2001,724 Brazil Avenue,"724 Brazil Avenue, San Francisco, CA","724 Brazil Ave, San Francisco, CA 94112, USA",37.7216571,-122.428839
532,The Princess Diaries,2001,Fisherman's Wharf,"Fisherman's Wharf, San Francisco, CA","Fisherman's Wharf, San Francisco, CA, USA",37.8079996,-122.4177434
533,The Princess Diaries,2001,Firestation #3 (Brazil Avenue and Athens Street),"Brazil Avenue and Athens Street, San Francisco, CA","Athens St & Brazil Ave, San Francisco, CA 94112, USA",37.7216592,-122.428453
534,The Princess Diaries,2001,Cliff House (1090 Point Lobos Avenue),"1090 Point Lobos Avenue, San Francisco, CA","1090 Point Lobos Ave, San Francisco, CA 94121, USA",37.7785675,-122.5139647
535,The Princess Diaries,2001,Broadway Tunnel (Broadway between Powell and Larkin),"Broadway Tunnel, San Francisco, CA","Robert C Levy Tunnel, San Francisco, CA, USA",37.7967331,-122.4148881
536,The Princess Diaries,2001,Baker Beach,"Baker Beach, San Francisco, CA","Baker Beach, San Francisco, CA, USA",37.7935724,-122.483638
537,The Princess Diaries,2001,2601 Lyon Street,"2601 Lyon Street, San Francisco, CA","2601 Lyon St, San Francisco, CA 94123, USA",37.7946828,-122.4469827
538,The Pursuit of Happyness,2006,Glen Park Subway Station,"Glen Park Subway Station, San Francisco, CA","2901 Diamond St, San Francisco, CA 94131, USA",37.7330628,-122.4338194
539,The Pursuit of Happyness,2006,Glide Memorial Church (434 Ellis St),"434 Ellis St, San Francisco, CA","434 Ellis St, San Francisco, CA 94102, USA",37.7850597,-122.4134777
540,The Pursuit of Happyness,2006,Candlestick Park (602 Jamestown Ave.),"602 Jamestown Ave., San Francisco, CA","602 Jamestown Ave, San Francisco, CA 94124, USA",37.7135483,-122.3857003
541,The Pursuit of Happyness,2006,Golden Gate Park Children's Playground ,"Golden Gate Park Children's Playground , San Francisco, CA","Martin Luther King Jr Dr & Bowling Green Dr, San Francisco, CA 94117, USA",37.7683448,-122.4573784
542,The Rock,1996,Palace of Fine Arts (3301 Lyon Street),"3301 Lyon Street, San Francisco, CA","3301 Lyon St, San Francisco, CA 94123, USA",37.8018458,-122.448271
543,The Rock,1996,The San Francisco Bay,"The San Francisco Bay, San Francisco, CA","San Francisco, CA, USA",37.7749295,-122.4194155
544,The Rock,1996,New Russian Hill Market (1198 Pacific Avenue at Jones),"1198 Pacific Avenue at Jones, San Francisco, CA","1198 Pacific Ave, San Francisco, CA 94133, USA",37.7960784,-122.4149153
545,The Rock,1996,"Fairmont Hotel (950 Mason Street, Nob Hill)","950 Mason Street, Nob Hill, San Francisco, CA","950 Mason St, San Francisco, CA 94108, USA",37.7924958,-122.4100355
546,The Rock,1996,Coit Tower,"Coit Tower, San Francisco, CA","1 Telegraph Hill Blvd, San Francisco, CA 94133, USA",37.8023949,-122.4058222
547,Vegas in Space,1992,3567 18th Street,"3567 18th Street, San Francisco, CA","3567 18th St, San Francisco, CA 94110, USA",37.7616167,-122.4231127
548,The Rock,1996,City Hall,"City Hall, San Francisco, CA","1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA",37.7792597,-122.4192646
549,The Sweetest Thing,2002,Golden Gate National Recreation Area,"Golden Gate National Recreation Area, San Francisco, CA","Golden Gate National Recreation Area, U.S. 101, San Francisco, CA 94109, USA",37.8480388,-122.5294085
550,The Wedding Planner,2001,Grace Cathedral Episcopal Church (1100 California Street),"1100 California Street, San Francisco, CA","Grace Cathedral, 1100 California St, San Francisco, CA 94108, USA",37.7918593,-122.4133739
551,The Wedding Planner,2001,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)","Japanese Tea Garden, San Francisco, CA","Japanese Tea Garden, 75 Hagiwara Tea Garden Dr, San Francisco, CA 94102, USA",37.7700914,-122.470436
552,The Wedding Planner,2001,City Hall,"City Hall, San Francisco, CA","1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA",37.7792597,-122.4192646
553,The Woman In Red,1984,"Postcard Row (Alamo Square, Hayes Valley)","Postcard Row, San Francisco, CA","Steiner St, San Francisco, CA 94117, USA",37.7762593,-122.432758
554,The Woman In Red,1984,Brocklebank Apartments (1000 Mason Street),"1000 Mason Street, San Francisco, CA","1000 Old Mason St, San Francisco, CA 94129, USA",37.8059339,-122.4687376
555,The Woman In Red,1984,Palace of Fine Arts (3301 Lyon Street),"3301 Lyon Street, San Francisco, CA","3301 Lyon St, San Francisco, CA 94123, USA",37.8018458,-122.448271
556,The Woman In Red,1984,Montgomery Street at Union Street,"Montgomery Street at Union Street, San Francisco, CA","Union St & Montgomery St, San Francisco, CA 94133, USA",37.8010499,-122.4043889
557,Twisted,2004,"Red's Java House (Pier 30-32, The Embarcadero)","Pier 30-32, The Embarcadero, San Francisco, CA","599 The Embarcadero, San Francisco, CA 94107, USA",37.7871426,-122.3874048
558,Twisted,2004,Piers 30-32,"Piers 30-32, San Francisco, CA","599 The Embarcadero, San Francisco, CA 94107, USA",37.7871426,-122.3874048
559,Twisted,2004,Pier 39,"Pier 39, San Francisco, CA","Beach St & The Embarcadero, San Francisco, CA 94133, USA",37.808673,-122.409821
560,Twisted,2004,Pier 24,"Pier 24, San Francisco, CA","24 Pier, San Francisco, CA 94105, USA",37.7890314,-122.3870413
561,Twisted,2004,Mojito (1337-1339 Grant Avenue),"1337-1339 Grant Avenue, San Francisco, CA","1339 Grant Ave, San Francisco, CA 94133, USA",37.7992973,-122.4074216
562,Twisted,2004,"McCovey Point, China Basin Park (24 Willy Mays Plaza)","24 Willy Mays Plaza, San Francisco, CA","24 Willie Mays Plaza, San Francisco, CA 94107, USA",37.7785351,-122.3894833
563,Twisted,2004,La Bodega (1332 Grant Avenue at Vallejo),"1332 Grant Avenue at Vallejo, San Francisco, CA","1332 Grant Ave, San Francisco, CA 94133, USA",37.7992864,-122.4073316
564,Twisted,2004,The Saloon (1232 Grant Avenue),"1232 Grant Avenue, San Francisco, CA","1232 Grant Ave, San Francisco, CA 94133, USA",37.7985867,-122.4070229
565,Under the Tuscan Sun,2003,Mecca Restaurant (2029 Market Street),"2029 Market Street, San Francisco, CA","2029 Market St, San Francisco, CA 94114, USA",37.7683541,-122.4275647
566,Until the End of the World,1991,"Tosca Cafe (242 Columbus Avenue, North Beach)","242 Columbus Avenue, North Beach, San Francisco, CA","242 Columbus Ave, San Francisco, CA 94133, USA",37.7976266,-122.4058736
567,Vegas in Space,1992,Project Artaud (Florida Street),"Project Artaud, San Francisco, CA","499 Alabama St, San Francisco, CA 94110, USA",37.7631435,-122.4119294
